area,businessScope,companyController,companyName,issuingAuthority,legalRepresentative,license,licenseDate,qualityRepresentative,registrationAddress,repositoryAddress,validTillDate
武昌区,处方药、非处方药（甲类、乙类）：中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、不含冷藏药品***,戚书武,武汉市伊洛大药房有限公司,武汉市武昌区行政审批局,彭裔,鄂DA0276786,20170606,刘开安,武汉市武昌区黄鹤楼街道解放路360号,武汉市武昌区解放路360号后长街门面1-2楼,2022-06-05
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,赵冬枝,湖北中联大药房连锁有限公司南湖分店,武汉市武昌区行政审批局,——,鄂CB0275572,20170606,胡爱华,武汉市武昌区南湖花园松涛阁1层1号,由湖北中联大药房连锁有限公司统一配送,2020-11-09
武昌区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张莉,湖北长江大药房连锁武汉有限公司车家岭店,武汉市武昌区食品药品监督管理局,张莉,鄂CB0275444,20170606,周业勤,武汉市武昌区中北路126号统建锦绣江南四期28栋1层商6室,由湖北长江大药房连锁武汉有限公司统一配送,2020-12-21
汉阳区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏药品）***,方艳,武汉隆益康大药房有限公司星光店,武汉市汉阳区食品药品监督管理局,黄霞,鄂DA0276785,20170606,徐永霞,武汉市汉阳区四新北路与梅子西路交叉口以西博大星光天地A5地块第3、4栋1层14、15号房,***,2022-06-05
东湖新技术开发区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,胡娥,武汉广健大药房有限公司,武汉东湖新技术开发区市场监督管理局,孙广建,鄂DA0270894,20170606,李建武,津发小区商铺5-12号,,2020-12-03
汉阳区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)（含冷藏药品）***,李莉,湖北万众森林大药房连锁有限公司汉阳店,武汉市汉阳区食品药品监督管理局,刘岗飞,鄂CB0274301,20170606,章小妹,武汉市汉阳区汉阳大道以北五琴路以东A2-4,由湖北森林药业有限公司统一配送,2019-09-28
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,张莉,湖北长江大药房连锁武汉有限公司三角路店,武汉市武昌区行政审批局,——,鄂CB0275432,20170606,韩燕,武汉市武昌区友谊大道三角花园A1楼QC-1、QC-2、QC-3,由湖北长江大药房连锁武汉有限公司统一配送,2020-12-21
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏药品***,王立优,湖北美罗汇健康药房有限公司才华名苑店,武汉市武昌区行政审批局,——,鄂CB0276784,20170606,燕蓉,武汉市武昌区才华街至徐东大街路段才华名苑四期2-2号商铺,由湖北美罗汇健康药房有限公司统一配送,2022-06-05
武昌区,处方药(禁止类与限制类药品除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,甘辉军,武汉市爱尔康大药房有限公司旺康店,武汉市武昌区食品药品监督管理局,,鄂CB0275389,20170606,叶爱荣,武汉市武昌区丁字桥路99号1层1室,,2020-05-12
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张莉,湖北长江大药房连锁武汉有限公司张家湾店,武汉市洪山区行政审批局,——,鄂CB0277777,20170607,袁俊芳,武汉市洪山区青菱乡张家湾青润7#楼,由湖北长江大药房连锁有限公司统一配送,2018-08-06
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗）***,刘成,武汉东明药房连锁有限公司金山银湖湾分店,武汉市东西湖区食品药品监督管理局,***,鄂CB0278111,20170607,邵丹,武汉市东西湖区金山银湖湾第E座1层1、2号,由武汉东明药房连锁有限公司统一配送,2019-11-24
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,邵丹,武汉东明药房连锁有限公司万科分店,武汉市东西湖区食品药品监督管理局,--------,鄂CB0278097,20170607,陈顺萍,武汉市东西湖区博大海蓝湾12栋商铺5B、6A号门面,--------------,2019-06-24
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,李辉,武汉东明药房连锁有限公司慈惠分店,武汉市东西湖区食品药品监督管理局,--------,鄂CB0278017,20170607,徐文俊,武汉市东西湖区慈惠农场场部,由武汉东明药房连锁有限公司统一配送,2019-11-09
东西湖区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***、不含冷藏冷冻药品,余建新,湖北智仁大药房有限公司赛洛城店,武汉市东西湖区食品药品监督管理局,--------,鄂CB0273192,20170607,丁华沙,武汉市东西湖区沿海赛洛城C2-2-1-6(10),由湖北智仁大药房有限公司统一配送,2019-12-09
黄陂区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,雷云锋,湖北同济堂药房有限公司长鸿药店,武汉市黄陂区市场监督管理局,***,鄂CB2016011401,20170607,李洋,武汉市黄陂区盘龙城经济开发区许庙村万润·橄榄城二期B区17-5、17-6、17-7号,由湖北同济堂药房有限公司统一配送,2021-01-13
东西湖区,甲类非处方药、乙类非处方药、处方药(不含禁止类与限制类药品)、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,汤明起,武汉东明药房连锁有限公司东吴路分店,武汉市东西湖区食品药品监督管理局,***,鄂CB0278057,20170607,李洲君,武汉东西湖区吴家山东吴大道175号,由武汉东明药房连锁有限公司统一配送,2021-06-28
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,罗利波,武汉东明药房连锁有限公司新沟分店,武汉市东西湖区食品药品监督管理局,---------,鄂CB0278014,20170607,曾祥波,武汉东西湖区吴家山新沟菜场后街（197号）,由武汉东明药房连锁有限公司统一配送,2019-11-23
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,王懿睿,湖北同济堂药房有限公司保宁药店,武汉市青山区行政审批局,----,鄂CB0276051,20170607,陈娟,青山区107街10-7号,由湖北同济堂药房有限公司统一配送,2020-11-03
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,汤明起,武汉东明药房连锁有限公司吴家山分店,武汉市东西湖区食品药品监督管理局,--------,鄂CB0278099,20170607,边娇燕,武汉市东西湖区东鑫综合楼第33号门面（吴家山农场职工医院对面）,由武汉东明药房连锁有限公司统一配送,2019-11-24
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,王继东,武汉东明药房连锁有限公司海峡分店,武汉市东西湖区食品药品监督管理局,--------,鄂CB0278153,20170607,黄桔,武汉市东西湖区吴家山革新大道南七支沟西万客隆超市旁,由武汉东明药房连锁有限公司统一配送,2020-07-02
青山区,处方药(禁止类除外)、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、（不含冷藏冷冻药品）******,褚芸,湖北好健康医药连锁有限公司沿港路店,武汉市青山区行政审批局,----,鄂CB0276787,20170607,张颖,武汉市青山区沿港路5号二层3、4、5号,由湖北好健康医药连锁有限公司统一配送,2022-06-06
东西湖区,处方药(禁止类与限制类药品除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,汤明起,武汉东明药房连锁有限公司文化分店,武汉市东西湖区食品药品监督管理局,------,鄂CB0278162,20170607,许道农,武汉市东西湖区吴家山农场团结村三秀路26号1、2层,由武汉东明药房连锁有限公司统一配送,2019-11-04
经济技术开发区（汉南区）,处方药（不含禁止类）、非处方药：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）（含冷藏药品）***,刘露,武汉同仁美康大药房有限公司香榭店,武汉经济技术开发区（汉南区）行政审批局,***,鄂CB0274118,20170607,张莉,武汉经济技术开发区7C地块香榭丽舍朗香苑特1号,由武汉同仁美康大药房有限公司统一配送,2022-06-06
经济技术开发区（汉南区）,处方药（不含禁止类）、非处方药：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）（含冷藏药品）***,刘露,武汉同仁美康大药房有限公司经开万达店,武汉经济技术开发区（汉南区）行政审批局,***,鄂CB0270619,20170607,方芳,武汉经济技术开发区12C2地块武汉经开万达广场A区第S3幢1层D38号,由武汉同仁美康大药房有限公司统一配送,2022-06-06
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司汉飞店,武汉市黄陂区市场监督管理局,***,鄂CB0272300,20170608,孙泽亮,黄陂区盘龙城经济开发区巨龙大道119号汉飞·又一城（汉飞·向上城）19栋5单元1层2室,由湖北中联大药房连锁有限公司统一配送,2020-01-08
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、含冷藏药品***,翟小妹,武汉金国泰大药房连锁有限公司风光村店,武汉市武昌区行政审批局,——,鄂CB0275508(更),20170608,郑爱珍,武汉市武昌区东湖风光村29-1号,由武汉金国泰大药房连锁有限公司配送,2020-04-12
黄陂区,处方药(不含禁止类与限制类药品)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,曹家华,武汉市黄陂区佳海工业城贝龙大药房,武汉市黄陂区市场监督管理局,***,鄂DB0279487,20170608,李灿,武汉市黄陂区佳海工业城H8栋一层,***,2022-06-07
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张莉,湖北长江大药房连锁武汉有限公司妙墩路店,武汉市江汉区行政审批局,***,鄂CB0272234,20170612,许璟芝,武汉市江汉区青年路59号华玻商住楼2-3号裙楼1层1室,由湖北长江大药房连锁武汉有限公司统一配送,2019-07-26
洪山区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,雷云锋,湖北同济堂药房有限公司青菱乡园艺场药店,武汉市洪山区行政审批局,——,鄂CB2015122903,20170609,冯红霞,武汉市洪山区青菱乡园艺场文化步行街15-8号门面,由湖北同济堂药房有限公司统一配送,2020-12-28
江汉区,处方药、非处方药(甲类、乙类);中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品*****,石继勇,国药控股武汉国大药房连锁有限公司唐家墩店,武汉市江汉区行政审批局,---,鄂CB0272424,20170609,黄敏,武汉市江汉区新华下路169号菱湖上品（大唐新都二期）1层1号,由国药控股湖北有限公司第三方配送,2021-01-25
蔡甸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,钟敏,武汉福康大药房零售连锁有限公司长生堂药店,武汉市蔡甸区行政审批局,***,鄂CB0278764,20170608,钟畅,武汉市蔡甸区蔡甸街文兴路32附7号,由武汉福康大药房零售连锁有限公司统一配送,2019-08-07
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,刘立强,湖北生达新世界大药房有限公司花山店,武汉东湖新技术开发区市场监督管理局,程涛,鄂CB0270901,20170612,罗有良,武汉市东湖新技术开发区花山镇花城家园9-10号商铺,由湖北生达新世界大药房有限公司统一配送,2020-12-27
江夏区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,江微,武汉小一平价医药有限公司,武汉市江夏区行政审批局,胡勇,鄂DA0276789,20170612,杨波,武汉市江夏区纸坊街道世纪大道与古驿道交汇处（世纪花园）5幢2号,******,2022-06-11
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,单菲,湖北同济堂药房有限公司水塔药店,武汉市江汉区行政审批局,***,鄂CB0272367,20170612,杨远霞,江汉区三新横街18号,由湖北同济堂药房有限公司统一配送,2020-09-10
江夏区,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨光,武汉隆泰益丰大药房连锁有限公司兴新街店,武汉市江夏区行政审批局,******,鄂CB0279079,20170612,张洁,江夏区纸坊街青龙村兴新街296号,武汉隆泰益丰大药房连锁有限公司统一配送,2020-11-16
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,严绪华,武汉惠美佳大药房有限公司,武汉市武昌区行政审批局,刘敏,鄂DA0275430,20170613,孙云,武昌区武车一村7栋门面,——,2020-03-03
洪山区,处方药(禁止类与限制类药品除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,李永波,湖北和顺堂大药房有限责任公司,武汉市洪山区行政审批局,王刚,鄂DA0277190,20170614,史琼枝,洪山区洪山乡东湖村曾家垅东湖花园小区A-102,,2020-04-14
硚口区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,肖国祥,湖北心连心药房连锁有限责任公司军院店,武汉市硚口区行政审批局,———,鄂CB0273167,20170614,熊文娟,武汉市硚口区古田路41号东方花城18栋1层4-8号,湖北心连心药房连锁有限责任公司配送,2019-05-19
硚口区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,陈红灯,武汉祝康大药房有限公司雄风店,武汉市硚口区行政审批局,陈红灯,鄂DB0273343,20170614,刘源,武汉市硚口区新华书店常码头综合楼A栋1至2层,———,2020-02-15
汉阳区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,罗顺德,国药控股（湖北）汉口大药房有限公司西大街...,武汉市汉阳区食品药品监督管理局,,鄂CB0274413,20170614,王丹,汉阳区青石小区16-1、16-2、16-3栋1层3室及2层1室,,2020-08-04
硚口区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,陈红灯,武汉祝康大药房有限公司,武汉市硚口区行政审批局,陈红灯,鄂DB0273324,20170614,杨春晓,硚口区解放大道109号23栋1单元1-2层7号,———,2020-01-05
江岸区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,雷云锋,湖北同济堂药房有限公司红桥城药店,武汉市江岸区食品药品监督管理局,***,鄂CB0276792,20170614,胡火莲,武汉市江岸区红桥村K1地块第4单元1-2层商20、21号,由湖北同济堂药房有限公司统一配送,2022-06-13
江夏区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,鲍东放,武汉市瑞寿康医药有限公司,武汉市江夏区行政审批局,方玉林,鄂DA0276793,20170615,徐本志,武汉市江夏区大桥新区红旗小区G栋6、7号门面,******,2022-06-14
汉阳区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）。（不含冷藏冷冻药品）***,孙安平,湖北同济堂药房有限公司同安药店,武汉市汉阳区食品药品监督管理局,***,鄂DB0274399,20170615,龙艳,武汉市汉阳区二桥小区西区G组团101栋1层10号、11号、12号,由湖北同济堂药房有限公司统一配送,2020-07-21
江汉区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵冬枝,湖北中联大药房连锁有限公司北湖分店,武汉市江汉区行政审批局,***,鄂CB0272293,20170615,杨平,江汉区北湖正街23-26号,由湖北中联大药房连锁有限公司统一配送,2020-01-13
硚口区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,黄明,武汉市好药师万安大药房有限公司,武汉市硚口区行政审批局,张涛凯,鄂DB0273488,20170615,刘艳琼,武汉市硚口区万安商住楼B栋1层42，43室,—————,2020-12-27
青山区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,夏瑛,武汉马应龙大药房连锁股份有限公司绿景苑药...,武汉市青山区行政审批局,----,鄂CB0276069,20170616,张波,青山区园林路绿景苑小区百莲凯旁,由武汉马应龙大药房连锁股份有限公司统一配送,2020-01-26
青山区,处方药(禁止类除外)、非处方药(甲类、乙类)、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏冷冻药品******,喻祖福,湖北省昌盛大药房有限公司钢花店,武汉市青山区行政审批局,----,鄂CB0276450,20170616,刘本雄,武汉市青山区钢花新村118街建设二路1号,由湖北省昌盛大药房有限公司统一配送,2021-08-31
江岸区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,郑红云,湖北益生天济大药房连锁有限公司二七侧路店,武汉市江岸区食品药品监督管理局,***,鄂CB0276794,20170616,卢昊,武汉市江岸区赵家条88号金岛御璟世家6栋1层（7）商室,***,2022-06-15
青山区,甲类非处方药、乙类非处方药;中成药、化学药制剂、生化药品、生物制品(除疫苗外)***,夏瑛,武汉马应龙大药房连锁股份有限公司武东药店,武汉市青山区行政审批局,----,鄂CB0276075,20170616,龚明磊,武汉市青山区武东路9号附1号,由武汉马应龙大药房连锁股份有限公司统一配送,2020-12-08
东湖新技术开发区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,梅锋,武汉康鑫大药房有限责任公司,武汉东湖新技术开发区市场监督管理局,梅锋,鄂DA0270847,20170616,曾智,武汉东湖高新技术开发区雄楚大道888号金地雄楚1号二期A610，A611号商铺,--,2020-06-17
经济技术开发区（汉南区）,处方药（不含禁止类）、非处方药：中成药、化学药制剂、抗生素制剂、生化药品、生物制品（不含疫苗）（含冷藏药品）***,窦云娟,武汉弘济堂大药房有限公司,武汉经济技术开发区（汉南区）行政审批局,窦云娟,鄂DA0270662,20170616,黄伟,武汉经济技术开发区江大路五号泰合百花公园中央街C区7-1-1号,无,2020-05-12
江岸区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,廖高明,武汉惠好大药房有限公司华盛店,武汉市江岸区食品药品监督管理局,***,鄂DB0276798,20170619,曾小兰,武汉市江岸区后湖乡塔子湖村康乐园•尚都一品A2幢1-2层5号,***,2022-06-18
黄陂区,处方药(禁止类与限制类药品除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,张波,武汉市惠仁堂药业有限公司盘龙城大药房,武汉市黄陂区市场监督管理局,罗敏慧,鄂DB0279440,20170619,袁小亚,武汉市黄陂区盘龙城经济开发区巨龙大道领袖城7号门面,***,2020-11-16
黄陂区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,王立优,湖北美罗汇健康药房有限公司板桥店,武汉市黄陂区市场监督管理局,***,鄂CB0276797,20170619,赵发勤,武汉市黄陂区板桥大道194号,由湖北美罗汇健康药房有限公司统一配送,2022-06-18
东湖新技术开发区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,赵冬枝,湖北中联大药房连锁有限公司左岭新城分店,武汉东湖新技术开发区食品药品监督管理局,宋燕燕,鄂CB0273301,20170619,汪键,武汉市东湖新技术开发区左岭新城二期商-3-21号S-4号,**,2019-11-11
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,张莉,湖北长江大药房连锁武汉有限公司蔡家田店,武汉市江岸区食品药品监督管理局,,鄂CB0271314,20170619,庞叶莉,武汉市江岸区发展大道359号,,2018-01-27
洪山区,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）***,田发明,武汉爱康大药房有限公司,武汉市洪山区行政审批局,余松,鄂DB0277150,20170619,杨成雄,武汉市洪山区洪山乡南湖村海逸新居,——,2020-02-09
东西湖区,处方药(不含禁止类与限制类药品)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（不含冷藏冷冻药品）***,汤明起,武汉东明药房连锁有限公司银湖湾分店,武汉市东西湖区食品药品监督管理局,汤明起,鄂CB0278154,20170619,吕庆芳,武汉市东西湖区马池中路航天银湖湾103号商铺,由武汉东明药房连锁有限公司统一配送,2020-07-02
青山区,处方药(禁止类除外)、非处方药(甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,潘季红,武汉市青山区国药堂大药房,武汉市青山区行政审批局,----,鄂DB0276173,20170619,王灵英,武汉市青山区青山镇凤凰路4附4临,----,2020-11-11
新洲区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品***,周芳珍,湖北智仁大药房有限公司智仁康健药店,武汉市新洲区市场监督管理局,,鄂CB0279726,20170619,韩林,武汉市新洲区阳逻街京东大道阳发路41号,,2020-12-27
黄陂区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,周沙,武汉市罗劲松大药房有限公司,武汉市黄陂区市场监督管理局,胡小红,鄂DB0279592,20170619,卜方方,王家河镇长堰街堰中路98号,***,2018-08-13
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,黄书龙,武汉市美佳康大药房有限公司才华名苑店,武汉市武昌区行政审批局,黄书龙,鄂CB0277144,20170620,黄书芳,武昌区徐家棚街道和平大道922号才华名苑6-1、6-2、6-3商铺,由武汉市美佳康大药房有限公司配送,2020-02-05
武昌区,处方药、非处方药（甲类、乙类）：生物制品（除疫苗）、含冷藏药品******,邹汉武,武汉市江畔生物制品有限公司,武汉市武昌区行政审批局,刘非,鄂DA0275469,20170620,徐艳,武汉市武昌区三道街附7号第1层,武汉市武昌区临江大道江滩22-1号,2019-07-27
东西湖区,处方药(不含禁止类与限制类药品)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,周欢,武汉东明药房连锁有限公司三店分店,武汉市东西湖区食品药品监督管理局,---------,鄂CB0278011,20170619,田胜利,武汉市东西湖区吴家山三店农场新城苑19号,由武汉东明药房连锁有限公司统一配送,2019-11-24
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,赵艳,武汉为民天寿大药房有限公司才林街店,武汉市武昌区行政审批局,——,鄂CB0275526,20170620,杨建利,武昌区友谊大道661号A1栋/座1层A101室,由武汉为民天寿大药房有限公司统一配送,2020-05-05
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,管军,武汉益世康大药房有限公司,武汉市武昌区行政审批局,何婧孪,鄂DA0275222,20170620,郭金云,武汉市武昌区解放桥梅花苑小区1栋1层14-15号,武汉市洪山区长江紫都2期3号门,2020-04-28
江岸区,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,杨芬,老百姓大药房连锁（湖北）有限公司武汉香港...,武汉市江岸区食品药品监督管理局,由老百姓大药房连锁（湖北）有限公司统一配送,鄂CB0271381,20170620,熊中华,武汉市江岸区西马街香港路153号1栋1-2层,由老百姓大药房连锁（湖北）有限公司统一配送,2020-05-20
武昌区,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,赵艳,武汉为民天寿大药房有限公司四美塘店,武汉市武昌区行政审批局,——,鄂CB0275406,20170620,凃颖,武昌区杨园街46号,由武汉为民天寿大药房有限公司配送,2020-07-26
江岸区,处方药(不含禁止类)、非处方药、中药饮片(仅限精包装)、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)、（含冷藏冷冻药品）***,杨芬,老百姓大药房连锁（湖北）有限公司武汉劳动...,武汉市江岸区食品药品监督管理局,-----,鄂CB0272238,20170620,袁士平,武汉市江岸区劳动街解放大道1109号1层1室,由老百姓大药房连锁（湖北）有限公司统一配送,2019-07-20
江岸区,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,杨芬,老百姓大药房连锁（湖北）有限公司武汉统建...,武汉市江岸区食品药品监督管理局,,鄂CB0271368,20170620,李化荣,武汉市江岸区江大路39号14栋1单元1层11号、12号门面,由老百姓大药房连锁（湖北）有限公司统一配送,2021-03-10
洪山区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,荣波,武汉市聚荣璟大药房有限公司石牌岭药店,武汉市洪山区行政审批局,——,鄂DA2016012905,20170621,刘静,洪山区书城路7号名士一号S-1商业1幢1-2层12号商铺,——,2021-01-28
江岸区,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,郑红云,湖北益生天济大药房连锁有限公司余华岭店,武汉市江岸区食品药品监督管理局,***,鄂CB0276799,20170621,许桂英,武汉市江岸区余华岭佳园第7号楼1层A-1、A-6-1号商铺,由湖北益生天济大药房连锁有限公司统一配送,2022-06-20
